loc_id	TAIR	ENTREZID
LOC110906081	AT5G03170	831914
LOC110906089	AT2G38920	818477
LOC110906112	AT1G28540	839754
LOC110906113	AT5G41240	834125
LOC110906116	AT5G03250	831894
LOC110906125	AT2G36985	2745585
LOC110906131	AT3G09670	820124
LOC110906145	AT3G23240	821902
LOC110906149	AT3G08000	819991
LOC110906153	AT2G35910	818164
LOC110906161	AT3G04590	819615
LOC110906163	AT2G34340	817996
LOC110906165	AT1G12663	5007688
LOC110906168	AT3G04730	819633
LOC110906177	AT5G60440	836165
LOC110906179	AT3G50940	824258
LOC110906189	AT4G05460	825896
LOC110906190	AT4G05475	10723048
LOC110906203	AT2G39370	818522
LOC110906205	AT3G55240	824690
LOC110906209	AT3G55350	824701
LOC110906221	AT5G17600	831626
LOC110906229	AT2G21270	816666
LOC110906230	AT5G59090	836026
LOC110906231	AT3G46850	823838
LOC110906243	AT2G37980	818376
LOC110906245	AT2G32350	817796
LOC110906255	AT5G05500	830433
LOC110906257	AT2G40220	818614
LOC110906262	AT2G18250	816341
LOC110906266	AT3G11260	820297
LOC110906271	AT3G46620	823815
LOC110906274	AT3G05270	819691
LOC110906280	AT2G40670	818662
LOC110906282	AT5G51230	835198
LOC110906283	AT5G51210	835196
LOC110906286	AT5G61630	836285
LOC110906290	AT3G47440	823898
LOC110906292	AT4G25250	828628
LOC110906295	AT4G22820	828381
LOC110906296	AT3G53110	824477
LOC110906306	AT5G52020	835277
LOC110906310	AT4G25560	828661
LOC110906311	AT3G48920	824053
LOC110906317	AT5G53210	835402
LOC110906319	AT5G24130	832478
LOC110906321	AT5G25190	832590
LOC110906326	AT5G16760	831539
LOC110906328	AT3G53690	824536
LOC110906330	AT4G38180	829974
LOC110906342	AT3G51690	824332
LOC110906351	AT2G20840	816617
LOC110906356	AT5G48050	834857
LOC110906364	AT1G76250	843958
LOC110906368	AT2G13770	815861
LOC110906369	AT2G13770	815861
LOC110906391	AT1G76210	843954
LOC110906403	AT5G51570	835231
LOC110906407	AT3G24255	822013
LOC110906411	AT5G44380	834464
LOC110906412	AT5G02640	831166
LOC110906421	AT2G25300	817068
LOC110906422	AT4G38180	829974
LOC110906426	AT5G48050	834857
LOC110906427	AT2G13770	815861
LOC110906430	AT5G11150	830984
LOC110906431	AT5G35695	833543
LOC110906436	AT4G23160	828415
LOC110906440	AT1G21280	838724
LOC110906443	AT4G10200	826611
LOC110906448	AT4G23160	828415
LOC110906458	AT5G42170	834222
LOC110906462	AT2G13770	815861
LOC110906472	AT3G14310	820651
LOC110906476	AT4G38180	829974
LOC110906484	AT4G23160	828415
LOC110906486	AT3G24255	822013
LOC110906487	AT5G27730	832835
LOC110906496	AT3G55700	824736
LOC110906505	AT2G16040	816101
LOC110906517	AT4G36040	829760
LOC110906519	AT4G36040	829760
LOC110906523	AT5G42146	3771399
LOC110906524	AT4G32180	829351
LOC110906533	AT4G38180	829974
LOC110906550	AT3G51550	824318
LOC110906553	AT4G10613	3770191
LOC110906561	AT1G10550	837596
LOC110906566	AT4G23160	828415
LOC110906567	AT5G63030	836423
LOC110906568	AT5G63030	836423
LOC110906586	AT3G12580	820438
LOC110906601	AT5G60440	836165
LOC110906603	AT4G38180	829974
LOC110906612	AT1G52100	841640
LOC110906617	AT1G73040	843635
LOC110906618	AT1G73040	843635
LOC110906621	AT4G35650	829717
LOC110906625	AT2G13770	815861
LOC110906626	AT5G59350	836054
LOC110906631	AT1G52100	841640
LOC110906632	AT1G52100	841640
LOC110906637	AT2G27260	817268
LOC110906640	AT5G18880	832006
LOC110906643	AT4G04650	825798
LOC110906647	AT1G19530	838540
LOC110906657	AT1G19530	838540
LOC110906658	AT5G12340	831109
LOC110906660	AT1G33710	840262
LOC110906662	AT5G04130	830291
LOC110906664	AT4G26300	828736
LOC110906675	AT4G23160	828415
LOC110906679	AT4G09660	826552
LOC110906682	AT5G08120	830707
LOC110906692	AT2G01820	814713
LOC110906695	AT1G74670	843806
LOC110906697	AT5G13750	831220
LOC110906707	AT4G23160	828415
LOC110906715	AT3G51690	824332
LOC110906731	AT2G01820	814713
LOC110906733	AT2G01820	814713
LOC110906741	AT2G23200	816852
LOC110906742	AT2G13770	815861
LOC110906743	AT2G01820	814713
LOC110906755	AT2G01820	814713
LOC110906756	AT2G01820	814713
LOC110906765	AT1G21550	838756
LOC110906768	AT1G21550	838756
LOC110906769	AT2G13770	815861
LOC110906770	AT3G52770	824443
LOC110906772	AT4G38180	829974
LOC110906781	AT1G69730	843309
LOC110906789	AT4G23160	828415
LOC110906793	AT5G53670	835448
LOC110906803	AT4G38180	829974
LOC110906814	AT3G23940	821977
LOC110906817	AT2G18960	816413
LOC110906819	AT1G62720	842570
LOC110906821	AT1G62930	842594
LOC110906822	AT1G62930	842594
LOC110906824	AT1G16130	838182
LOC110906829	AT1G74160	843756
LOC110906832	AT2G34450	818008
LOC110906833	AT5G45430	834579
LOC110906846	AT1G05530	837055
LOC110906848	AT2G13770	815861
LOC110906851	AT2G13770	815861
LOC110906862	AT3G46290	823774
LOC110906864	AT4G23160	828415
LOC110906868	AT3G05500	819715
LOC110906877	AT2G06500	815208
LOC110906878	AT3G61150	825287
LOC110906884	AT1G69730	843309
LOC110906885	AT5G07280	830619
LOC110906889	AT4G14010	827037
LOC110906891	AT4G14090	827046
LOC110906903	AT4G15550	827229
LOC110906905	AT3G51700	824333
LOC110906911	AT4G23160	828415
LOC110906913	AT5G45430	834579
LOC110906919	AT5G18600	831978
LOC110906922	AT1G60730	842367
LOC110906923	AT5G35370	833498
LOC110906927	AT3G51550	824318
LOC110906930	AT3G46290	823774
LOC110906934	AT3G53420	824510
LOC110906935	AT5G41220	834124
LOC110906938	AT1G43260	840927
LOC110906939	AT5G18880	832006
LOC110906940	AT5G03790	831723
LOC110906944	AT5G36110	833607
LOC110906946	AT5G13090	831148
LOC110906953	AT2G37030	818278
LOC110906963	AT5G48050	834857
LOC110906969	AT4G23160	828415
LOC110906970	AT5G28680	832975
LOC110906974	AT1G48120	841230
LOC110906976	AT3G52500	824415
LOC110906985	AT5G06210	830508
LOC110906987	AT5G16200	831478
LOC110906993	AT5G12330	831108
LOC110906997	AT4G38180	829974
LOC110906999	AT2G13770	815861
LOC110907001	AT1G74875	7922311
LOC110907008	AT3G51690	824332
LOC110907009	AT1G54560	841898
LOC110907010	AT2G13770	815861
LOC110907012	AT2G13770	815861
LOC110907014	AT1G07250	837236
LOC110907017	AT3G51690	824332
LOC110907031	AT5G28780	832993
LOC110907034	AT5G57685	835875
LOC110907035	AT4G25760	828681
LOC110907046	AT5G48050	834857
LOC110907051	AT3G01400	821320
LOC110907054	AT2G23200	816852
LOC110907060	AT5G48050	834857
LOC110907065	AT3G46530	823806
LOC110907070	AT3G51700	824333
LOC110907077	AT4G38180	829974
LOC110907081	AT1G19260	838509
LOC110907090	AT3G03280	821302
LOC110907094	AT5G16200	831478
LOC110907097	AT4G23160	828415
LOC110907098	AT5G48050	834857
LOC110907101	AT4G27290	828837
LOC110907104	AT2G18210	816336
LOC110907106	AT3G50900	824254
LOC110907112	AT4G27300	828838
LOC110907113	AT4G05460	825896
LOC110907115	AT4G03630	825663
LOC110907119	AT5G48410	834896
LOC110907120	AT3G07520	819940
LOC110907122	AT4G09660	826552
LOC110907140	AT1G36095	840514
LOC110907144	AT3G51700	824333
LOC110907147	AT1G19260	838509
LOC110907150	AT4G23160	828415
LOC110907151	AT3G51070	824271
LOC110907156	AT5G06490	830537
LOC110907158	AT2G13770	815861
LOC110907161	AT2G35910	818164
LOC110907162	AT4G27290	828837
LOC110907165	AT1G19260	838509
LOC110907166	AT3G29763	822665
LOC110907172	AT4G23160	828415
LOC110907180	AT4G38180	829974
LOC110907182	AT1G23790	838990
LOC110907185	AT4G35690	829721
LOC110907202	AT3G52525	824418
LOC110907206	AT1G33710	840262
LOC110907207	AT1G34070	840305
LOC110907218	AT1G11755	5007686
LOC110907224	AT5G05580	830441
LOC110907230	AT2G29420	817491
LOC110907232	AT4G38180	829974
LOC110907237	AT1G65780	842889
LOC110907239	AT5G22410	832302
LOC110907242	AT1G34070	840305
LOC110907253	AT1G65780	842889
LOC110907255	AT4G39950	830154
LOC110907256	AT4G27800	828893
LOC110907257	AT2G22330	816765
LOC110907260	AT5G48050	834857
LOC110907270	AT5G52090	835285
LOC110907271	AT1G65780	842889
LOC110907272	AT4G23160	828415
LOC110907273	AT3G03940	819551
LOC110907279	AT5G10530	830918
LOC110907285	AT2G22590	816790
LOC110907288	AT2G27520	817298
LOC110907290	AT4G39330	830088
LOC110907291	AT4G38180	829974
LOC110907298	AT5G22380	832299
LOC110907303	AT5G66910	836825
LOC110907305	AT5G65340	836659
LOC110907309	AT5G48050	834857
LOC110907311	AT1G33980	840295
LOC110907318	AT4G40020	830163
LOC110907321	AT4G38180	829974
LOC110907333	AT4G38180	829974
LOC110907345	AT1G19260	838509
LOC110907361	AT4G38180	829974
LOC110907362	AT4G14540	827101
LOC110907363	AT4G38180	829974
LOC110907369	AT3G04740	819634
LOC110907375	AT5G41980	834203
LOC110907380	AT5G41220	834124
LOC110907382	AT5G18110	831929
LOC110907386	AT1G32250	840117
LOC110907387	AT2G02220	814753
LOC110907389	AT2G02220	814753
LOC110907390	AT2G02150	814746
LOC110907394	AT4G39950	830154
LOC110907402	AT5G10530	830918
LOC110907404	AT1G16130	838182
LOC110907408	AT1G16130	838182
LOC110907410	AT1G16130	838182
LOC110907412	AT1G16130	838182
LOC110907416	AT4G23160	828415
LOC110907417	AT5G51990	835274
LOC110907418	AT5G65720	836701
LOC110907419	AT1G58250	842193
LOC110907422	AT5G38710	833862
LOC110907428	AT2G34930	818058
LOC110907432	AT2G36430	818217
LOC110907438	AT1G29670	839844
LOC110907440	AT2G13770	815861
LOC110907450	AT4G38180	829974
LOC110907455	AT5G48050	834857
LOC110907458	AT4G23160	828415
LOC110907461	AT3G28345	822463
LOC110907465	AT1G21280	838724
LOC110907470	AT4G23160	828415
LOC110907474	AT2G13770	815861
LOC110907476	AT2G13770	815861
LOC110907485	AT5G58550	835968
LOC110907486	AT3G31402	7922520
LOC110907491	AT1G23800	838991
LOC110907496	AT5G40310	834029
LOC110907503	AT5G02870	831756
LOC110907508	AT1G27930	839686
LOC110907515	AT1G78780	844214
LOC110907517	AT5G40790	834079
LOC110907522	AT4G16490	827347
LOC110907523	AT1G78780	844214
LOC110907526	AT5G48820	834940
LOC110907530	AT2G13770	815861
LOC110907531	AT1G52800	841713
LOC110907535	AT5G53280	835409
LOC110907538	AT5G12920	831132
LOC110907541	AT1G17880	838367
LOC110907542	AT5G22870	832350
LOC110907544	AT4G00980	827935
LOC110907553	AT3G29763	822665
LOC110907554	AT5G19120	832032
LOC110907560	AT3G51690	824332
LOC110907562	AT2G13770	815861
LOC110907570	AT2G13770	815861
LOC110907571	AT2G13770	815861
LOC110907572	AT2G13770	815861
LOC110907576	AT2G28410	817389
LOC110907585	AT2G13770	815861
LOC110907596	AT3G51690	824332
LOC110907598	AT5G59590	836078
LOC110907599	AT3G46530	823806
LOC110907601	AT3G46530	823806
LOC110907606	AT3G26300	822234
LOC110907611	AT4G23160	828415
LOC110907614	AT5G43790	834401
LOC110907618	AT1G56145	842067
LOC110907619	AT1G19260	838509
LOC110907621	AT5G48050	834857
LOC110907622	AT4G23160	828415
LOC110907626	AT5G42690	834278
LOC110907633	AT5G41220	834124
LOC110907634	AT2G26640	817205
LOC110907635	AT2G15760	816070
LOC110907649	AT2G13770	815861
LOC110907652	AT2G21440	816683
LOC110907658	AT5G15050	831357
LOC110907661	AT4G38180	829974
LOC110907663	AT3G51700	824333
LOC110907666	AT1G23550	838965
LOC110907672	AT1G52780	841711
LOC110907673	AT5G06490	830537
LOC110907675	AT2G13770	815861
LOC110907682	AT5G06490	830537
LOC110907686	AT4G23160	828415
LOC110907687	AT3G47680	823922
LOC110907689	AT1G21860	838788
LOC110907692	AT5G36110	833607
LOC110907697	AT2G45110	819118
LOC110907699	AT1G66950	843013
LOC110907700	AT5G48050	834857
LOC110907702	AT2G24840	817021
LOC110907708	AT1G27170	839606
LOC110907715	AT4G27290	828837
LOC110907717	AT4G27290	828837
LOC110907718	AT4G27290	828837
LOC110907720	AT5G40060	834003
LOC110907723	AT4G27300	828838
LOC110907724	AT4G05475	10723048
LOC110907725	AT4G27290	828837
LOC110907726	AT4G27290	828837
LOC110907727	AT4G05460	825896
LOC110907729	AT4G38180	829974
LOC110907734	AT5G17680	831634
LOC110907736	AT1G05490	837051
LOC110907737	AT1G58170	842184
LOC110907738	AT1G05490	837051
LOC110907740	AT1G05490	837051
LOC110907744	AT5G48050	834857
LOC110907745	AT2G39380	818523
LOC110907747	AT2G39380	818523
LOC110907748	AT2G39380	818523
LOC110907750	AT4G27300	828838
LOC110907753	AT4G05460	825896
LOC110907754	AT4G27290	828837
LOC110907755	AT4G05475	10723048
LOC110907758	AT1G09450	837468
LOC110907759	AT4G05460	825896
LOC110907760	AT4G05475	10723048
LOC110907761	AT1G26370	839179
LOC110907766	AT3G46290	823774
LOC110907768	AT2G13770	815861
LOC110907774	AT4G20140	827760
LOC110907776	AT2G20480	816568
LOC110907777	AT1G48120	841230
LOC110907788	AT4G38180	829974
LOC110907791	AT2G39890	818576
LOC110907797	AT2G13770	815861
LOC110907801	AT2G13770	815861
LOC110907815	AT3G59850	825155
LOC110907816	AT2G06500	815208
LOC110907819	AT3G11110	820282
LOC110907820	AT1G70640	843401
LOC110907821	AT3G59850	825155
LOC110907822	AT1G70640	843401
LOC110907830	AT3G29763	822665
LOC110907832	AT3G24255	822013
LOC110907833	AT1G45616	841101
LOC110907834	AT1G45616	841101
LOC110907835	AT1G55365	28717359
LOC110907837	AT3G47570	823911
LOC110907838	AT3G47570	823911
LOC110907839	AT3G47570	823911
LOC110907840	AT3G47090	823862
LOC110907841	AT2G13770	815861
LOC110907846	AT5G05180	830400
LOC110907847	AT3G53110	824477
LOC110907848	AT1G12700	837825
LOC110907850	AT2G13770	815861
LOC110907852	AT2G40740	818669
LOC110907853	AT5G02780	831800
LOC110907854	AT4G38180	829974
LOC110907855	AT3G59850	825155
LOC110907858	AT1G18870	838468
LOC110907861	AT1G62660	842563
LOC110907862	AT3G59850	825155
LOC110907866	AT2G45220	819130
LOC110907868	AT2G45220	819130
LOC110907870	AT4G02300	827708
LOC110907871	AT2G45220	819130
LOC110907872	AT3G59850	825155
LOC110907873	AT2G45220	819130
LOC110907875	AT3G25150	822106
LOC110907876	AT1G22380	838845
LOC110907877	AT1G22360	838843
LOC110907878	AT3G59850	825155
LOC110907885	AT5G15770	831433
LOC110907887	AT4G00730	828022
LOC110907888	AT4G23160	828415
LOC110907889	AT2G27550	817302
LOC110907890	AT3G61150	825287
LOC110907891	AT4G00730	828022
LOC110907895	AT4G00730	828022
LOC110907896	AT4G23160	828415
LOC110907898	AT2G34930	818058
LOC110907901	AT4G01330	828117
LOC110907902	AT4G32410	829376
LOC110907903	AT4G23160	828415
LOC110907905	AT2G13770	815861
LOC110907907	AT2G13770	815861
LOC110907914	AT3G06240	819798
LOC110907915	AT4G32300	829365
LOC110907920	AT5G07920	830686
LOC110907921	AT5G61190	836240
LOC110907922	AT5G07810	830674
LOC110907923	AT3G29270	822584
LOC110907924	AT3G06240	819798
LOC110907927	AT1G74040	843742
LOC110907933	AT1G74040	843742
LOC110907935	AT2G13770	815861
LOC110907938	AT1G17080	838278
LOC110907942	AT1G20760	838666
LOC110907944	AT1G76310	843964
LOC110907946	AT5G42340	834240
LOC110907947	AT4G35090	829661
LOC110907948	AT1G76350	843967
LOC110907950	AT1G42470	840851
LOC110907952	AT5G42370	834243
LOC110907953	AT5G45720	834611
LOC110907954	AT1G21065	838701
LOC110907955	AT1G07380	837250
LOC110907959	AT4G29070	829028
LOC110907961	AT1G20670	838655
LOC110907963	AT1G20650	838654
LOC110907965	AT3G03620	821204
LOC110907966	AT1G76680	844001
LOC110907967	AT5G45460	834582
LOC110907968	AT5G49520	835012
LOC110907971	AT3G48810	824042
LOC110907976	AT1G42960	840894
LOC110907978	AT5G24360	832507
LOC110907980	AT4G23160	828415
LOC110907982	AT2G39200	818505
LOC110907986	AT2G33640	817930
LOC110907987	AT1G76405	843973
LOC110907989	AT1G42550	840860
LOC110907990	AT1G20950	838689
LOC110907993	AT2G33560	817921
LOC110907994	AT1G76570	843990
LOC110907995	AT1G20990	838693
LOC110907997	AT1G53345	841770
LOC110907999	AT4G33270	829463
LOC110908001	AT1G20560	838644
LOC110908002	AT5G42330	834239
LOC110908003	AT5G46160	834658
LOC110908006	AT1G07530	837267
LOC110908007	AT1G20560	838644
LOC110908015	AT2G13770	815861
LOC110908017	AT1G76250	843958
LOC110908018	AT3G05070	819669
LOC110908019	AT1G42430	840847
LOC110908020	AT1G20540	838642
LOC110908021	AT1G76270	843960
LOC110908023	AT1G63610	842666
LOC110908024	AT1G05780	837086
LOC110908025	AT1G76280	843961
LOC110908026	AT1G77010	844037
LOC110908027	AT1G42440	840848
LOC110908038	AT2G17010	816204
LOC110908039	AT2G17030	816206
LOC110908041	AT1G20310	838619
LOC110908042	AT4G35790	829733
LOC110908043	AT2G17010	816204
LOC110908044	AT1G07820	837297
LOC110908049	AT2G33590	817925
LOC110908050	AT2G33590	817925
LOC110908051	AT1G15730	838142
LOC110908052	AT2G33590	817925
LOC110908053	AT2G33590	817925
LOC110908054	AT1G22400	838846
LOC110908055	AT4G35230	829676
LOC110908056	AT5G42270	834232
LOC110908057	AT3G23020	821876
LOC110908058	AT5G19020	832021
LOC110908059	AT3G51550	824318
LOC110908061	AT5G19070	832026
LOC110908062	AT5G10330	830897
LOC110908063	AT2G17280	816234
LOC110908064	AT5G61330	836254
LOC110908065	AT3G18670	821398
LOC110908066	AT4G38260	829983
LOC110908067	AT1G29930	839871
LOC110908070	AT5G58850	836002
LOC110908072	AT3G55440	824710
LOC110908075	AT1G20410	838630
LOC110908076	AT1G76150	843947
LOC110908077	AT5G44310	834454
LOC110908081	AT5G44400	834466
LOC110908082	AT5G44400	834466
LOC110908083	AT2G03150	814844
LOC110908085	AT4G36810	829834
LOC110908087	AT1G07810	837296
LOC110908088	AT1G07820	837297
LOC110908089	AT3G24310	822019
LOC110908090	AT5G59980	836120
LOC110908091	AT3G45830	823726
LOC110908092	AT1G04960	839346
LOC110908093	AT2G04560	814998
LOC110908094	AT1G04980	839355
LOC110908096	AT1G14350	837997
LOC110908098	AT1G14390	838001
LOC110908105	AT1G54850	841924
LOC110908107	AT1G20225	838611
LOC110908109	AT1G76010	843932
LOC110908110	AT1G20230	838612
LOC110908111	AT2G18090	816321
LOC110908113	AT3G05090	819671
LOC110908115	AT1G20270	838615
LOC110908116	AT1G76060	843938
LOC110908119	AT2G33205	817882
LOC110908120	AT1G78630	844199
LOC110908121	AT2G01820	814713
LOC110908124	AT5G02500	831020
LOC110908128	AT1G20190	838608
LOC110908130	AT4G35890	829743
LOC110908131	AT4G22000	828289
LOC110908133	AT1G20160	838606
LOC110908135	AT1G27940	839687
LOC110908137	AT1G75880	843921
LOC110908141	AT1G20110	838600
LOC110908142	AT1G19920	838580
LOC110908143	AT5G60450	836166
LOC110908145	AT5G23740	832439
LOC110908152	AT2G13770	815861
LOC110908155	AT5G25120	832583
LOC110908157	AT1G75750	843908
LOC110908158	AT4G34860	829638
LOC110908160	AT1G75760	843909
LOC110908163	AT1G75710	843905
LOC110908165	AT5G06300	830518
LOC110908167	AT1G75660	843900
LOC110908168	AT2G34730	818038
LOC110908169	AT2G45730	819181
LOC110908171	AT5G42560	834262
LOC110908177	AT5G45460	834582
LOC110908178	AT1G59780	842271
LOC110908182	AT1G10585	837600
LOC110908183	AT1G75720	843906
LOC110908185	AT1G30755	839956
LOC110908186	AT2G17880	816298
LOC110908187	AT2G17880	816298
LOC110908188	AT4G36040	829760
LOC110908189	AT1G75800	843913
LOC110908190	AT1G75800	843913
LOC110908192	AT4G16015	2745710
LOC110908193	AT4G37080	829862
LOC110908194	AT4G16015	2745710
LOC110908196	AT3G50590	824223
LOC110908197	AT5G66840	836818
LOC110908199	AT5G66840	836818
LOC110908201	AT3G50530	824217
LOC110908202	AT2G15790	816074
LOC110908203	AT4G37190	829873
LOC110908205	AT1G07650	837278
LOC110908206	AT4G33950	829541
LOC110908207	AT5G66900	836824
LOC110908208	AT2G23640	816896
LOC110908209	AT1G68320	843161
LOC110908210	AT2G43480	818949
LOC110908211	AT4G38180	829974
LOC110908215	AT5G07990	830693
LOC110908216	AT5G58620	835976
LOC110908218	AT1G19260	838509
LOC110908221	AT3G47340	823888
LOC110908223	AT4G35020	829654
LOC110908224	AT4G38660	830022
LOC110908225	AT4G02980	828120
LOC110908227	AT4G02940	828132
LOC110908230	AT1G20060	838594
LOC110908232	AT1G75820	843915
LOC110908234	AT3G52250	824390
LOC110908235	AT3G26040	822201
LOC110908239	AT1G73820	843718
LOC110908240	AT1G56590	842113
LOC110908242	AT3G18440	821373
LOC110908243	AT3G18490	821379
LOC110908246	AT4G24200	828521
LOC110908253	AT5G23810	832446
LOC110908254	AT4G24220	828523
LOC110908255	AT5G56120	835711
LOC110908257	AT3G12580	820438
LOC110908258	AT3G51480	824311
LOC110908259	AT1G20823	838674
LOC110908261	AT5G16490	831510
LOC110908262	AT3G49950	824157
LOC110908263	AT5G32470	833206
LOC110908264	AT3G14250	820645
LOC110908280	AT2G27210	817263
LOC110908281	AT1G08410	837361
LOC110908282	AT3G44160	823537
LOC110908283	AT3G25810	822173
LOC110908285	AT1G48580	841279
LOC110908288	AT3G52820	824448
LOC110908292	AT1G52100	841640
LOC110908293	AT1G52100	841640
LOC110908296	AT1G52100	841640
LOC110908297	AT1G52100	841640
LOC110908299	AT1G52100	841640
LOC110908300	AT1G52100	841640
LOC110908301	AT2G01390	814667
LOC110908303	AT3G21250	821679
LOC110908304	AT2G26980	817240
LOC110908305	AT2G06025	815157
LOC110908307	AT1G22430	838849
LOC110908309	AT3G52820	824448
LOC110908313	AT2G43110	818913
LOC110908314	AT5G37475	833725
LOC110908315	AT2G26980	817240
LOC110908316	AT3G45020	823637
LOC110908317	AT2G27030	817245
LOC110908318	AT3G52050	824368
LOC110908320	AT3G03740	821170
LOC110908322	AT5G07990	830693
LOC110908324	AT5G12180	831091
LOC110908325	AT5G19430	832063
LOC110908326	AT5G12300	831105
LOC110908327	AT4G14910	827149
LOC110908328	AT5G12220	831096
LOC110908329	AT2G32560	817817
LOC110908332	AT2G26800	817221
LOC110908333	AT3G44190	823541
LOC110908335	AT1G77710	844107
LOC110908337	AT5G19420	832062
LOC110908338	AT4G03250	827999
LOC110908339	AT5G02280	831680
LOC110908342	AT5G64050	836526
LOC110908343	AT1G08810	837403
LOC110908344	AT2G43640	818966
LOC110908345	AT3G12250	820405
LOC110908346	AT1G66950	843013
LOC110908347	AT3G09970	820158
LOC110908349	AT5G48050	834857
LOC110908353	AT2G36460	818220
LOC110908354	AT5G04560	830335
LOC110908356	AT5G03760	831734
LOC110908357	AT4G23500	828450
LOC110908360	AT1G19490	838535
LOC110908361	AT3G17700	821037
LOC110908362	AT3G17700	821037
LOC110908363	AT1G73660	843701
LOC110908364	AT1G18080	838388
LOC110908368	AT3G18040	821329
LOC110908370	AT2G39210	818506
LOC110908374	AT2G19520	816471
LOC110908375	AT5G03555	831791
LOC110908377	AT3G17830	821051
LOC110908378	AT1G08500	837371
LOC110908379	AT3G26540	822262
LOC110908380	AT5G04590	830336
LOC110908381	AT3G21070	821659
LOC110908382	AT3G07630	819954
LOC110908384	AT5G03460	831829
LOC110908385	AT3G21090	821661
LOC110908386	AT5G03450	831835
LOC110908388	AT1G30540	839934
LOC110908390	AT5G12410	831116
LOC110908391	AT1G50420	841464
LOC110908392	AT5G17410	831607
LOC110908393	AT5G60370	836159
LOC110908394	AT2G13370	815823
LOC110908395	AT5G19440	832064
LOC110908396	AT5G41980	834203
LOC110908398	AT5G22480	832309
LOC110908400	AT2G31440	817702
LOC110908402	AT2G36010	818174
LOC110908403	AT2G27290	817272
LOC110908404	AT3G22950	821868
LOC110908406	AT3G54420	824608
LOC110908407	AT3G54420	824608
LOC110908409	AT3G14470	820670
LOC110908410	AT1G73600	843694
LOC110908411	AT3G17940	820642
LOC110908412	AT1G73530	843687
LOC110908414	AT3G05420	819707
LOC110908415	AT5G27650	832827
LOC110908417	AT3G61490	825322
LOC110908418	AT1G16350	838204
LOC110908419	AT1G53570	841792
LOC110908420	AT1G74880	843827
LOC110908421	AT4G33470	829484
LOC110908422	AT2G43420	818943
LOC110908423	AT5G33370	833315
LOC110908424	AT2G26930	817234
LOC110908425	AT1G08490	837370
LOC110908426	AT1G79940	844334
LOC110908427	AT3G61130	825285
LOC110908428	AT5G51800	835255
LOC110908430	AT1G05120	839319
LOC110908431	AT2G27930	817337
LOC110908433	AT5G36260	833623
LOC110908434	AT5G26749	7922524
LOC110908436	AT5G27740	832836
LOC110908439	AT1G05720	837079
LOC110908440	AT4G03430	827925
LOC110908441	AT2G30710	817622
LOC110908442	AT4G05390	825887
LOC110908443	AT2G21385	816677
LOC110908444	AT3G14470	820670
LOC110908446	AT3G51550	824318
LOC110908447	AT3G42170	3769417
LOC110908448	AT2G43540	818956
LOC110908449	AT2G43560	818958
LOC110908452	AT3G55520	824717
LOC110908454	AT3G16840	820937
LOC110908455	AT3G04310	819586
LOC110908456	AT1G07820	837297
LOC110908457	AT4G13560	826989
LOC110908458	AT3G51690	824332
LOC110908459	AT1G04160	839246
LOC110908460	AT4G28720	828993
LOC110908461	AT2G33220	817884
LOC110908462	AT4G13590	826992
LOC110908465	AT1G21750	838779
LOC110908466	AT2G30390	817589
LOC110908467	AT1G11950	837747
LOC110908468	AT3G16270	820873
LOC110908469	AT1G04290	839552
LOC110908470	AT1G04290	839552
LOC110908472	AT1G04290	839552
LOC110908473	AT1G21270	838723
LOC110908477	AT1G49330	841356
LOC110908480	AT1G21230	838718
LOC110908481	AT3G04490	819605
LOC110908482	AT4G25650	828670
LOC110908483	AT3G04260	819581
LOC110908484	AT5G17510	831617
LOC110908492	AT3G25810	822173
LOC110908495	AT4G12840	826896
LOC110908496	AT1G65295	842837
LOC110908497	AT4G13430	826975
LOC110908498	AT4G13430	826975
LOC110908500	AT1G04520	839502
LOC110908504	AT1G04500	839510
LOC110908505	AT5G35620	833534
LOC110908506	AT2G33450	817910
LOC110908508	AT4G28600	828978
LOC110908509	AT2G43360	818937
LOC110908510	AT2G43330	818934
LOC110908511	AT5G62740	836395
LOC110908513	AT3G23400	821921
LOC110908514	AT4G28556	3770548
LOC110908517	AT3G23410	821922
LOC110908520	AT1G04790	839412
LOC110908521	AT1G04690	839450
LOC110908525	AT2G13770	815861
LOC110908526	AT4G13710	827005
LOC110908527	AT1G28260	839720
LOC110908528	AT1G28250	839719
LOC110908530	AT4G32700	829406
LOC110908531	AT1G15250	838092
LOC110908533	AT4G25650	828670
LOC110908537	AT4G25650	828670
LOC110908539	AT4G25650	828670
LOC110908540	AT3G23940	821977
LOC110908546	AT1G07650	837278
LOC110908547	AT1G62930	842594
LOC110908549	AT1G60730	842367
LOC110908550	AT1G60710	842365
LOC110908551	AT1G60710	842365
LOC110908554	AT1G60710	842365
LOC110908555	AT5G54110	835498
LOC110908556	AT1G60690	842363
LOC110908559	AT3G23820	821965
LOC110908562	AT4G15550	827229
LOC110908563	AT4G25420	828645
LOC110908565	AT4G14090	827046
LOC110908567	AT4G27350	828843
LOC110908568	AT4G13840	827018
LOC110908569	AT4G13830	827017
LOC110908574	AT5G54370	835525
LOC110908575	AT5G48820	834940
LOC110908576	AT3G24140	822000
LOC110908578	AT2G32800	817841
LOC110908580	AT5G54250	835513
LOC110908581	AT3G22600	821832
LOC110908582	AT4G13630	826997
LOC110908583	AT1G04880	839388
