gene1	gene2	protein1	protein2	identity	qcov	chr1	chr2	chr1_name	chr2_name	distance_bp	type	aligned_codons	Ka	Ks	Ka_Ks	selection	note
LOC110899653	LOC110916291	XP_022002235.1	XP_022016725.1	87.347	100.0	NC_035445.2	NC_035448.2	Ha13	Ha16	NA	segmental	245	0.0817	0.9639	0.0848	purifying	
LOC110899653	LOC110930648	XP_022002235.1	XP_022029689.1	93.200	100.0	NC_035445.2	NC_035435.2	Ha13	Ha3	NA	segmental	250	0.0429	0.4860	0.0883	purifying	
LOC110899653	LOC118479416	XP_022002235.1	XP_035833912.1	77.510	100.0	NC_035445.2	NC_035441.2	Ha13	Ha9	NA	segmental	248	0.1704	1.9670	0.0866	purifying	
LOC110899654	LOC110899655	XP_022002236.1	XP_022002237.1	99.200	100.0	NC_035445.2	NC_035445.2	Ha13	Ha13	72638	tandem	250	0.0036	0.0635	0.0571	purifying	
LOC110899654	LOC110899667	XP_022002236.1	XP_022002249.1	96.800	100.0	NC_035445.2	NC_035445.2	Ha13	Ha13	162841	tandem	250	0.0156	0.3827	0.0407	purifying	
LOC110899654	LOC110916097	XP_022002236.1	XP_022016546.1	86.800	100.0	NC_035445.2	NC_035448.2	Ha13	Ha16	NA	segmental	250	0.0784	0.9244	0.0849	purifying	
LOC110899654	LOC110916291	XP_022002236.1	XP_022016725.1	86.475	98.0	NC_035445.2	NC_035448.2	Ha13	Ha16	NA	segmental	245	0.0811	1.0526	0.0771	purifying	
LOC110899654	LOC110930648	XP_022002236.1	XP_022029689.1	92.000	100.0	NC_035445.2	NC_035435.2	Ha13	Ha3	NA	segmental	250	0.0448	0.4877	0.0918	purifying	
LOC110899654	LOC118479416	XP_022002236.1	XP_035833912.1	77.510	99.0	NC_035445.2	NC_035441.2	Ha13	Ha9	NA	segmental	248	0.1689	2.7547	0.0613	purifying	
LOC110899655	LOC110899667	XP_022002237.1	XP_022002249.1	97.200	100.0	NC_035445.2	NC_035445.2	Ha13	Ha13	235479	proximal	250	0.0128	0.3878	0.0330	purifying	
LOC110899655	LOC110916097	XP_022002237.1	XP_022016546.1	87.200	100.0	NC_035445.2	NC_035448.2	Ha13	Ha16	NA	segmental	250	0.0764	0.8936	0.0855	purifying	
LOC110899655	LOC110916291	XP_022002237.1	XP_022016725.1	86.885	98.0	NC_035445.2	NC_035448.2	Ha13	Ha16	NA	segmental	245	0.0790	0.9961	0.0793	purifying	
LOC110899655	LOC110930648	XP_022002237.1	XP_022029689.1	92.000	100.0	NC_035445.2	NC_035435.2	Ha13	Ha3	NA	segmental	250	0.0448	0.4697	0.0953	purifying	
LOC110899655	LOC118479416	XP_022002237.1	XP_035833912.1	77.912	100.0	NC_035445.2	NC_035441.2	Ha13	Ha9	NA	segmental	248	0.1654	2.7048	0.0611	purifying	
LOC110899667	LOC110916097	XP_022002249.1	XP_022016546.1	88.800	100.0	NC_035445.2	NC_035448.2	Ha13	Ha16	NA	segmental	250	0.0716	0.7698	0.0929	purifying	
LOC110899667	LOC110916291	XP_022002249.1	XP_022016725.1	87.755	100.0	NC_035445.2	NC_035448.2	Ha13	Ha16	NA	segmental	245	0.0777	0.9408	0.0826	purifying	
LOC110899667	LOC110930648	XP_022002249.1	XP_022029689.1	93.600	100.0	NC_035445.2	NC_035435.2	Ha13	Ha3	NA	segmental	250	0.0391	0.4654	0.0841	purifying	
LOC110899667	LOC118479416	XP_022002249.1	XP_035833912.1	77.912	100.0	NC_035445.2	NC_035441.2	Ha13	Ha9	NA	segmental	248	0.1672	1.9777	0.0845	purifying	
LOC110904303	LOC110904450	XP_022005838.1	XP_022005989.1	88.028	100.0	NC_035446.2	NC_035446.2	Ha14	Ha14	4904334	segmental	283	0.0972	1.6756	0.0580	purifying	
LOC110904303	LOC110904451	XP_022005838.1	XP_022005990.1	88.380	100.0	NC_035446.2	NC_035446.2	Ha14	Ha14	4978386	segmental	283	0.0972	1.5922	0.0611	purifying	
LOC110904303	LOC110904457	XP_022005838.1	XP_022005993.1	88.028	100.0	NC_035446.2	NC_035446.2	Ha14	Ha14	4890490	segmental	283	0.0972	1.6010	0.0607	purifying	
LOC110904303	LOC110908794	XP_022005838.1	XP_022009469.1	91.519	100.0	NC_035446.2	NC_035439.2	Ha14	Ha7	NA	segmental	283	0.0562	0.5579	0.1008	purifying	
LOC110904303	LOC110908807	XP_022005838.1	XP_035831160.1	88.339	100.0	NC_035446.2	NC_035439.2	Ha14	Ha7	NA	segmental	283	0.0685	0.6045	0.1134	purifying	
LOC110904303	LOC110925968	XP_022005838.1	XP_022025446.1	83.333	99.0	NC_035446.2	NC_035449.2	Ha14	Ha17	NA	segmental	277	0.1311	NA	NA	NA	Ks_saturated
LOC110904450	LOC110904451	XP_022005989.1	XP_022005990.1	97.887	100.0	NC_035446.2	NC_035446.2	Ha14	Ha14	74052	tandem	284	0.0094	0.1447	0.0653	purifying	
LOC110904450	LOC110904457	XP_022005989.1	XP_022005993.1	99.296	100.0	NC_035446.2	NC_035446.2	Ha14	Ha14	13844	tandem	284	0.0055	0.1308	0.0420	purifying	
LOC110904450	LOC110906934	XP_022005989.1	XP_022007682.2	77.273	94.0	NC_035446.2	NC_035434.2	Ha14	Ha2	NA	segmental	248	0.1627	2.1775	0.0747	purifying	
LOC110904450	LOC110908794	XP_022005989.1	XP_022009469.1	85.211	100.0	NC_035446.2	NC_035439.2	Ha14	Ha7	NA	segmental	283	0.1184	1.5540	0.0762	purifying	
LOC110904450	LOC110908807	XP_022005989.1	XP_035831160.1	82.042	100.0	NC_035446.2	NC_035439.2	Ha14	Ha7	NA	segmental	283	0.1317	1.6467	0.0800	purifying	
LOC110904450	LOC110925968	XP_022005989.1	XP_022025446.1	78.092	99.0	NC_035446.2	NC_035449.2	Ha14	Ha17	NA	segmental	277	0.1765	1.2234	0.1442	purifying	
LOC110904450	LOC110937328	XP_022005989.1	XP_022035419.1	72.624	90.0	NC_035446.2	NC_035434.2	Ha14	Ha2	NA	segmental	272	0.2353	1.6665	0.1412	purifying	
LOC110904451	LOC110904457	XP_022005990.1	XP_022005993.1	97.887	100.0	NC_035446.2	NC_035446.2	Ha14	Ha14	87896	tandem	284	0.0094	0.1224	0.0771	purifying	
LOC110904451	LOC110906934	XP_022005990.1	XP_022007682.2	76.860	94.0	NC_035446.2	NC_035434.2	Ha14	Ha2	NA	segmental	248	0.1624	1.8741	0.0866	purifying	
LOC110904451	LOC110908794	XP_022005990.1	XP_022009469.1	84.859	100.0	NC_035446.2	NC_035439.2	Ha14	Ha7	NA	segmental	283	0.1224	1.7130	0.0715	purifying	
LOC110904451	LOC110937325	XP_022005990.1	XP_022035417.1	74.806	88.0	NC_035446.2	NC_035434.2	Ha14	Ha2	NA	segmental	272	0.2279	1.5526	0.1468	purifying	
LOC110904451	LOC110937328	XP_022005990.1	XP_022035419.1	72.243	90.0	NC_035446.2	NC_035434.2	Ha14	Ha2	NA	segmental	272	0.2339	1.5743	0.1486	purifying	
LOC110904457	LOC110906934	XP_022005993.1	XP_022007682.2	77.686	94.0	NC_035446.2	NC_035434.2	Ha14	Ha2	NA	segmental	248	0.1563	1.9350	0.0808	purifying	
LOC110904457	LOC110908794	XP_022005993.1	XP_022009469.1	85.211	100.0	NC_035446.2	NC_035439.2	Ha14	Ha7	NA	segmental	283	0.1202	1.6011	0.0751	purifying	
LOC110904457	LOC110908807	XP_022005993.1	XP_035831160.1	82.042	100.0	NC_035446.2	NC_035439.2	Ha14	Ha7	NA	segmental	283	0.1335	1.6146	0.0827	purifying	
LOC110904457	LOC110925968	XP_022005993.1	XP_022025446.1	78.799	99.0	NC_035446.2	NC_035449.2	Ha14	Ha17	NA	segmental	277	0.1676	1.3420	0.1249	purifying	
LOC110904457	LOC110937328	XP_022005993.1	XP_022035419.1	72.243	90.0	NC_035446.2	NC_035434.2	Ha14	Ha2	NA	segmental	272	0.2385	1.5699	0.1519	purifying	
LOC110904925	LOC110908794	XP_022006482.1	XP_022009469.1	75.290	88.0	NC_035446.2	NC_035439.2	Ha14	Ha7	NA	segmental	269	0.1995	1.8823	0.1060	purifying	
LOC110904925	LOC110923014	XP_022006482.1	XP_022022901.1	90.941	100.0	NC_035446.2	NC_035449.2	Ha14	Ha17	NA	segmental	286	0.0665	NA	NA	NA	Ks_saturated
LOC110904925	LOC110930503	XP_022006482.1	XP_022029508.1	89.547	100.0	NC_035446.2	NC_035435.2	Ha14	Ha3	NA	segmental	286	0.0771	NA	NA	NA	Ks_saturated
LOC110904925	LOC110937325	XP_022006482.1	XP_022035417.1	92.683	100.0	NC_035446.2	NC_035434.2	Ha14	Ha2	NA	segmental	286	0.0659	NA	NA	NA	Ks_saturated
LOC110904925	LOC110937328	XP_022006482.1	XP_022035419.1	88.153	100.0	NC_035446.2	NC_035434.2	Ha14	Ha2	NA	segmental	286	0.0891	NA	NA	NA	Ks_saturated
LOC110904925	LOC118481678	XP_022006482.1	XP_035832764.1	73.519	100.0	NC_035446.2	NC_035441.2	Ha14	Ha9	NA	segmental	287	0.1725	1.9380	0.0890	purifying	
LOC110908794	LOC110908807	XP_022009469.1	XP_035831160.1	90.459	100.0	NC_035439.2	NC_035439.2	Ha7	Ha7	44790	tandem	283	0.0474	0.2397	0.1977	purifying	
LOC110908794	LOC110925968	XP_022009469.1	XP_022025446.1	81.915	99.0	NC_035439.2	NC_035449.2	Ha7	Ha17	NA	segmental	277	0.1440	2.3566	0.0611	purifying	
LOC110908807	LOC110925968	XP_035831160.1	XP_022025446.1	77.305	99.0	NC_035439.2	NC_035449.2	Ha7	Ha17	NA	segmental	277	0.1639	2.0556	0.0797	purifying	
LOC110911072	LOC110911125	XP_022011339.1	XP_022011398.1	78.495	95.0	NC_035447.2	NC_035447.2	Ha15	Ha15	315355	proximal	285	0.1442	0.6167	0.2339	purifying	
LOC110911072	LOC110923973	XP_022011339.1	XP_022023717.1	71.168	96.0	NC_035447.2	NC_035449.2	Ha15	Ha17	NA	segmental	275	0.1937	0.7721	0.2508	purifying	
LOC110911125	LOC110923973	XP_022011398.1	XP_022023717.1	77.273	96.0	NC_035447.2	NC_035449.2	Ha15	Ha17	NA	segmental	275	0.1533	0.9309	0.1647	purifying	
LOC110911761	LOC110913792	XP_022012102.1	XP_022014304.1	78.927	87.0	NC_035447.2	NC_035447.2	Ha15	Ha15	56979	tandem	261	0.1138	0.3440	0.3309	purifying	
LOC110911761	LOC110933853	XP_022012102.1	XP_022032747.1	76.119	88.0	NC_035447.2	NC_035436.2	Ha15	Ha4	NA	segmental	263	0.1296	0.5110	0.2537	purifying	
LOC110912639	LOC110937771	XP_022013098.1	XP_022035921.1	91.829	100.0	NC_035447.2	NC_035448.2	Ha15	Ha16	NA	segmental	257	0.0419	0.7109	0.0590	purifying	
LOC110913792	LOC110933853	XP_022014304.1	XP_022032747.1	74.231	97.0	NC_035447.2	NC_035436.2	Ha15	Ha4	NA	segmental	260	0.1552	0.5264	0.2949	purifying	
LOC110916097	LOC110916291	XP_022016546.1	XP_022016725.1	92.245	98.0	NC_035448.2	NC_035448.2	Ha16	Ha16	35128	tandem	245	0.0391	0.2610	0.1499	purifying	
LOC110916097	LOC110930648	XP_022016546.1	XP_022029689.1	87.600	100.0	NC_035448.2	NC_035435.2	Ha16	Ha3	NA	segmental	250	0.0755	0.9284	0.0813	purifying	
LOC110916097	LOC118479416	XP_022016546.1	XP_035833912.1	79.518	100.0	NC_035448.2	NC_035441.2	Ha16	Ha9	NA	segmental	248	0.1560	1.8127	0.0860	purifying	
LOC110916291	LOC110930648	XP_022016725.1	XP_022029689.1	86.122	100.0	NC_035448.2	NC_035435.2	Ha16	Ha3	NA	segmental	245	0.0812	0.9323	0.0871	purifying	
LOC110916291	LOC118479416	XP_022016725.1	XP_035833912.1	80.328	98.0	NC_035448.2	NC_035441.2	Ha16	Ha9	NA	segmental	245	0.1570	2.1719	0.0723	purifying	
LOC110921506	LOC110926365	XP_022021536.1	XP_022025807.1	89.818	92.0	NC_035449.2	NC_035449.2	Ha17	Ha17	13959	tandem	291	0.0478	0.4330	0.1103	purifying	
LOC110923014	LOC110930503	XP_022022901.1	XP_022029508.1	94.774	100.0	NC_035449.2	NC_035435.2	Ha17	Ha3	NA	segmental	287	0.0357	0.6512	0.0548	purifying	
LOC110923014	LOC110937325	XP_022022901.1	XP_022035417.1	97.561	100.0	NC_035449.2	NC_035434.2	Ha17	Ha2	NA	segmental	287	0.0188	0.5746	0.0327	purifying	
LOC110923014	LOC110937328	XP_022022901.1	XP_022035419.1	93.031	100.0	NC_035449.2	NC_035434.2	Ha17	Ha2	NA	segmental	287	0.0405	0.5820	0.0695	purifying	
LOC110923014	LOC118481678	XP_022022901.1	XP_035832764.1	76.573	99.0	NC_035449.2	NC_035441.2	Ha17	Ha9	NA	segmental	286	0.1621	2.6663	0.0608	purifying	
LOC110925968	LOC110930503	XP_022025446.1	XP_022029508.1	71.852	94.0	NC_035449.2	NC_035435.2	Ha17	Ha3	NA	segmental	271	0.2349	2.5219	0.0931	purifying	
LOC110927047	LOC110939970	XP_022026331.1	XP_022037229.1	72.764	97.0	NC_035434.2	NC_035437.2	Ha2	Ha5	NA	segmental	246	0.2314	2.0977	0.1103	purifying	
LOC110930503	LOC110937325	XP_022029508.1	XP_022035417.1	95.819	100.0	NC_035435.2	NC_035434.2	Ha3	Ha2	NA	segmental	287	0.0276	0.5987	0.0461	purifying	
LOC110930503	LOC110937328	XP_022029508.1	XP_022035419.1	91.638	100.0	NC_035435.2	NC_035434.2	Ha3	Ha2	NA	segmental	287	0.0462	0.5756	0.0803	purifying	
LOC110930503	LOC118481678	XP_022029508.1	XP_035832764.1	74.476	99.0	NC_035435.2	NC_035441.2	Ha3	Ha9	NA	segmental	286	0.1846	NA	NA	NA	Ks_saturated
LOC110930648	LOC118479416	XP_022029689.1	XP_035833912.1	78.715	100.0	NC_035435.2	NC_035441.2	Ha3	Ha9	NA	segmental	248	0.1585	2.1443	0.0739	purifying	
LOC110937325	LOC110937328	XP_022035417.1	XP_022035419.1	94.774	100.0	NC_035434.2	NC_035434.2	Ha2	Ha2	41714	tandem	287	0.0235	0.1791	0.1314	purifying	
LOC110937325	LOC118481678	XP_022035417.1	XP_035832764.1	75.524	99.0	NC_035434.2	NC_035441.2	Ha2	Ha9	NA	segmental	286	0.1733	NA	NA	NA	Ks_saturated
LOC110937328	LOC118481678	XP_022035419.1	XP_035832764.1	73.077	99.0	NC_035434.2	NC_035441.2	Ha2	Ha9	NA	segmental	286	0.1918	NA	NA	NA	Ks_saturated
